Dive.ID,Dive.Name,Cruise.Name,Start.Date,End.Date,Annotation.ID,Annotation.Source,Modified.Date,Creator.First.Name,Creator.Last.Name,Creator.Email,Modifier.First.Name,Modifier.Last.Name,Modifier.Email,To.Be.Reviewed,Comment,Latitude..deg.,Longitude..deg.,Oxygen.Concentration..mg.l.,Temperature..C.,Depth..m.,Salinity..psu.,Turbidity..FTU.,Taxonomy,Medium,Sediment_type,Sediment_consistency,Morphotype,Count,Taxon,Taxon.Common.Names,Taxon.Path,Phylum,Class,Genus,Subgenus,Kingdom,Suborder,Subspecies,Subfamily,Family,Species,Order,Subclass,Superfamily
2883,EX2306_Dive01 Kodiak Shelf,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230824T191910.000Z,20230824T191910.000Z,11853730,SeaScribe,20240129T074426.600Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,55.930332,-152.918515,3.46673,1.5567,3090.0999,34.65226,0.9463,WoRMS,basalt outcrop,5,hard,PD03,1,Cladorhizidae sp 3,,,Porifera,Demospongiae,,,Animalia,,,,Cladorhizidae,,Poecilosclerida,Heteroscleromorpha,
2883,EX2306_Dive01 Kodiak Shelf,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230824T192011.000Z,20230824T192011.000Z,11853750,SeaScribe,20240129T080423.751Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,cf. Lepidisis,55.930247,-152.91867,3.573,1.55772,3091.9664,34.65207,0.9219,WoRMS,basalt outcrop,5,hard,CAO10,3,Bathygorgia profunda,,,Cnidaria,Octocorallia,Bathygorgia,,Animalia,,,Keratoisidinae,Keratoisididae,profunda,Scleralcyonacea ,,
2883,EX2306_Dive01 Kodiak Shelf,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230824T192343.050Z,20230824T192343.050Z,5670253,SeaScribe,20240129T080628.486Z,Mitchell,Hebner,mitchell.hebner@noaa.gov,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,cf. Lepidisis,55.930253,-152.918547,3.52281,1.56012,3089.3389,34.65324,0.928,WoRMS,basalt outcrop,5,hard,CAO10,2,Bathygorgia profunda,,,Cnidaria,Octocorallia,Bathygorgia,,Animalia,,,Keratoisidinae,Keratoisididae,profunda,Scleralcyonacea ,,
2883,EX2306_Dive01 Kodiak Shelf,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230824T192353.720Z,20230824T192353.720Z,11419250,SeaScribe,20240129T075659.576Z,ISC,Watch,innerspacecenter@gmail.com,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,cf. Lepidisis ,55.93028,-152.918556,3.57571,1.55514,3090.0576,34.65219,0.9096,WoRMS,basalt outcrop,5,hard,CAO10,1,Bathygorgia profunda,,,Cnidaria,Octocorallia,Bathygorgia,,Animalia,,,Keratoisidinae,Keratoisididae,profunda,Scleralcyonacea ,,
2883,EX2306_Dive01 Kodiak Shelf,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230824T192748.000Z,20230824T192748.000Z,11853760,SeaScribe,20240325T151311.085Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,55.93024,-152.918632,3.52293,1.55604,3088.9868,34.6531,0.9035,WoRMS,basalt outcrop,5,hard,CAH19,1,Parantipathes sp 1,,,Cnidaria,Hexacorallia,Parantipathes,,Animalia,,,,Schizopathidae,,Antipatharia,,
2883,EX2306_Dive01 Kodiak Shelf,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230824T193352.000Z,20230824T193352.000Z,11853770,SeaScribe,20240129T081330.630Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,cf. Lepidisis,55.930227,-152.918552,3.47542,1.55484,3086.8415,34.65216,0.9035,WoRMS,basalt outcrop,5,hard,CAO10,4,Bathygorgia profunda,,,Cnidaria,Octocorallia,Bathygorgia,,Animalia,,,Keratoisidinae,Keratoisididae,profunda,Scleralcyonacea ,,
2883,EX2306_Dive01 Kodiak Shelf,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230824T194332.503Z,20230824T194332.503Z,5670313,SeaScribe,20240322T124821.522Z,Arvind,Shantharam,arvind.shantharam@noaa.gov,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,55.930013,-152.918675,3.55617,1.55544,3080.2671,34.65212,1.0134,WoRMS,basalt outcrop,5,hard,PH06,1,Caulophacus (Oxydiscus) sp 3,,,Porifera,Hexactinellida,Caulophacus,Oxydiscus,Animalia,,,,Rossellidae,,Lyssacinosida,Hexasterophora,
2883,EX2306_Dive01 Kodiak Shelf,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230824T200455.591Z,20230824T200455.591Z,11419370,SeaScribe,20240322T125012.534Z,ISC,Watch,innerspacecenter@gmail.com,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,55.929934,-152.918664,3.44015,1.56661,3078.0695,34.65123,1.0195,WoRMS,basalt outcrop,5,hard,CAO10,2,Bathygorgia profunda,,,Cnidaria,Octocorallia,Bathygorgia,,Animalia,,,Keratoisidinae,Keratoisididae,profunda,Scleralcyonacea ,,
2883,EX2306_Dive01 Kodiak Shelf,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230824T200655.000Z,20230824T200655.000Z,12851600,SeaScribe,20240322T125046.296Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,55.929901,-152.918743,3.46521,1.56775,3071.6244,34.64941,0.9585,WoRMS,basalt outcrop,5,hard,CAO10,3,Bathygorgia profunda,,,Cnidaria,Octocorallia,Bathygorgia,,Animalia,,,Keratoisidinae,Keratoisididae,profunda,Scleralcyonacea ,,
2883,EX2306_Dive01 Kodiak Shelf,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230824T200855.000Z,20230824T200855.000Z,12851700,SeaScribe,20240322T125219.023Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,55.929879,-152.918778,3.4652,1.5636,3072.2526,34.65246,0.9524,WoRMS,basalt outcrop,5,hard,CAO09,3,Umbellula cf lindahli,,,Cnidaria,Octocorallia,Umbellula,,Animalia,,,,Umbellulidae,lindahli,Scleralcyonacea ,,Pennatuloidea 
2883,EX2306_Dive01 Kodiak Shelf,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230824T202855.000Z,20230824T202855.000Z,12851800,SeaScribe,20240322T125316.217Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,55.929529,-152.918919,3.50292,1.57105,3055.6975,34.65005,1.0012,WoRMS,basalt outcrop,5,hard,CAO10,3,Bathygorgia profunda,,,Cnidaria,Octocorallia,Bathygorgia,,Animalia,,,Keratoisidinae,Keratoisididae,profunda,Scleralcyonacea ,,
2883,EX2306_Dive01 Kodiak Shelf,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230824T203155.000Z,20230824T203155.000Z,12851900,SeaScribe,20240322T125430.813Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,55.929516,-152.918956,3.42803,1.56787,3056.1184,34.65073,0.9035,WoRMS,basalt outcrop,5,hard,CAO11,1,Kophobelemnon sp ,,,Cnidaria,Octocorallia,Kophobelemnon,,Animalia,,,,Kophobelemnidae,,Scleralcyonacea ,,Pennatuloidea 
2883,EX2306_Dive01 Kodiak Shelf,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230824T204704.000Z,20230824T204704.000Z,11853780,SeaScribe,20240129T085212.568Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,cf. Lepidisis,55.929356,-152.918913,3.49034,1.56799,3045.3187,34.65065,1.5446,WoRMS,basalt outcrop,5,hard,CAO10,1,Bathygorgia profunda,,,Cnidaria,Octocorallia,Bathygorgia,,Animalia,,,Keratoisidinae,Keratoisididae,profunda,Scleralcyonacea ,,
2883,EX2306_Dive01 Kodiak Shelf,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230824T204750.000Z,20230824T204750.000Z,11853790,SeaScribe,20240129T090559.241Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,Anthomastinae,55.929377,-152.918967,3.47595,1.56631,3045.0862,34.65041,1.4042,WoRMS,coarse sand,1,soft,CAO11,1,Kophobelemnon sp ,,,Cnidaria,Octocorallia,Kophobelemnon,,Animalia,,,,Kophobelemnidae,,Scleralcyonacea ,,Pennatuloidea 
2883,EX2306_Dive01 Kodiak Shelf,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230824T204818.000Z,20230824T204818.000Z,11853820,SeaScribe,20240325T151436.431Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,55.929331,-152.918893,3.40091,1.56817,3044.6241,34.65039,1.0134,WoRMS,basalt outcrop,5,hard,CAH06,1,Bathypathes sp 2,,,Cnidaria,Hexacorallia,Bathypathes,,Animalia,,,,Schizopathidae,,Antipatharia,,
2883,EX2306_Dive01 Kodiak Shelf,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230824T205132.000Z,20230824T205132.000Z,11853840,SeaScribe,20240129T105826.924Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,cf. Lepidisis,55.929341,-152.919351,3.45168,1.56565,3043.1105,34.6502,0.989,WoRMS,basalt outcrop,5,hard,CAO10,2,Bathygorgia profunda,,,Cnidaria,Octocorallia,Bathygorgia,,Animalia,,,Keratoisidinae,Keratoisididae,profunda,Scleralcyonacea ,,
2883,EX2306_Dive01 Kodiak Shelf,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230824T205235.000Z,20230824T205235.000Z,11853860,SeaScribe,20240129T110326.023Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,55.929418,-152.919049,3.3975,1.56517,3040.3026,34.65132,1.0501,WoRMS,basalt outcrop,5,hard,CAO13,1,Pseudoanthomastus spp,,,Cnidaria,Octocorallia,Pseudoanthomastus,,Animalia,,,Anthomastinae,Corallidae,,Scleralcyonacea ,,
2883,EX2306_Dive01 Kodiak Shelf,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230824T205330.000Z,20230824T205330.000Z,11853870,SeaScribe,20240129T110411.660Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,55.9293,-152.919049,3.5035,1.56553,3039.9482,34.64927,1.2393,WoRMS,basalt outcrop,5,hard,PD04,2,Cladorhiza sp 1,,,Porifera,Demospongiae,Cladorhiza,,Animalia,,,,Cladorhizidae,,Poecilosclerida,Heteroscleromorpha,
2883,EX2306_Dive01 Kodiak Shelf,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230824T205436.249Z,20230824T205436.249Z,5670413,SeaScribe,20240129T110459.450Z,Arvind,Shantharam,arvind.shantharam@noaa.gov,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,cf. Lepidisis,55.92926,-152.9189,3.37427,1.56487,3039.9109,34.65038,0.928,WoRMS,basalt outcrop,5,hard,CAO10,2,Bathygorgia profunda,,,Cnidaria,Octocorallia,Bathygorgia,,Animalia,,,Keratoisidinae,Keratoisididae,profunda,Scleralcyonacea ,,
2883,EX2306_Dive01 Kodiak Shelf,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230824T205443.000Z,20230824T205443.000Z,11853890,SeaScribe,20240129T110551.624Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,55.92926,-152.9189,3.39793,1.56565,3039.9134,34.65023,0.9585,WoRMS,basalt outcrop,5,hard,PD05,1,Cladorhiza sp 2,,,Porifera,Demospongiae,Cladorhiza,,Animalia,,,,Cladorhizidae,,Poecilosclerida,Heteroscleromorpha,
2883,EX2306_Dive01 Kodiak Shelf,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230824T205727.000Z,20230824T205727.000Z,11853910,SeaScribe,20240129T110815.858Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,cf. Lepidisis,55.929085,-152.919125,3.50898,1.5636,3033.8503,34.65026,1.5751,WoRMS,basalt outcrop,5,hard,CAO10,1,Bathygorgia profunda,,,Cnidaria,Octocorallia,Bathygorgia,,Animalia,,,Keratoisidinae,Keratoisididae,profunda,Scleralcyonacea ,,
2883,EX2306_Dive01 Kodiak Shelf,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230824T205848.000Z,20230824T205848.000Z,11854210,SeaScribe,20240129T140354.526Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,maybe Radicipes stonei ,55.929256,-152.919183,3.43444,1.5636,3031.1103,34.65046,1.2882,WoRMS,coarse sand,1,soft,CAO04,1,Radicipes stonei,,,Cnidaria,Octocorallia,Radicipes,,Animalia,,,,Chrysogorgiidae,stonei,Scleralcyonacea ,,
2883,EX2306_Dive01 Kodiak Shelf,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230824T210219.094Z,20230824T210219.094Z,11419590,SeaScribe,20240129T140715.604Z,ISC,Watch,innerspacecenter@gmail.com,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,cf. Lepidisis,55.929124,-152.919125,3.44819,1.56757,3026.8928,34.64926,0.9158,WoRMS,basalt outcrop,5,hard,CAO10,2,Bathygorgia profunda,,,Cnidaria,Octocorallia,Bathygorgia,,Animalia,,,Keratoisidinae,Keratoisididae,profunda,Scleralcyonacea ,,
2883,EX2306_Dive01 Kodiak Shelf,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230824T210231.397Z,20230824T210231.397Z,5670463,SeaScribe,20240129T142017.136Z,Arvind,Shantharam,arvind.shantharam@noaa.gov,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,55.929154,-152.919148,3.43795,1.56264,3026.7808,34.65136,0.928,WoRMS,basalt outcrop,5,hard,PD05,1,Cladorhiza sp 2,,,Porifera,Demospongiae,Cladorhiza,,Animalia,,,,Cladorhizidae,,Poecilosclerida,Heteroscleromorpha,
2883,EX2306_Dive01 Kodiak Shelf,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230824T210638.000Z,20230824T210638.000Z,11854220,SeaScribe,20240129T142629.388Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,55.929115,-152.919178,3.44841,1.56174,3024.4984,34.65124,1.0562,WoRMS,basalt outcrop,5,hard,PD05,2,Cladorhiza sp 2,,,Porifera,Demospongiae,Cladorhiza,,Animalia,,,,Cladorhizidae,,Poecilosclerida,Heteroscleromorpha,
2883,EX2306_Dive01 Kodiak Shelf,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230824T210725.000Z,20230824T210725.000Z,11854230,SeaScribe,20240325T151523.242Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,55.929157,-152.919373,3.41917,1.563,3024.0852,34.65047,1.0989,WoRMS,basalt outcrop,5,hard,CAH08,1,Parantipathes spp,,,Cnidaria,Hexacorallia,Parantipathes,,Animalia,,,,Schizopathidae,,Antipatharia,,
2883,EX2306_Dive01 Kodiak Shelf,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230824T210735.054Z,20230824T210735.054Z,11419600,SeaScribe,20240129T142728.421Z,ISC,Watch,innerspacecenter@gmail.com,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,cf. Lepidisis,55.929157,-152.919373,3.39805,1.56096,3024.6712,34.65054,1.0806,WoRMS,basalt outcrop,5,hard,CAO10,4,Bathygorgia profunda,,,Cnidaria,Octocorallia,Bathygorgia,,Animalia,,,Keratoisidinae,Keratoisididae,profunda,Scleralcyonacea ,,
2883,EX2306_Dive01 Kodiak Shelf,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230824T210812.000Z,20230824T210812.000Z,11854240,SeaScribe,20240129T142919.741Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,55.929193,-152.91926,3.41664,1.56282,3024.6241,34.64965,1.0012,WoRMS,basalt outcrop,5,hard,PD04,2,Cladorhiza sp 1,,,Porifera,Demospongiae,Cladorhiza,,Animalia,,,,Cladorhizidae,,Poecilosclerida,Heteroscleromorpha,
2883,EX2306_Dive01 Kodiak Shelf,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230824T212539.000Z,20230824T212539.000Z,11854250,SeaScribe,20240129T144241.122Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,cf. Lepidisis,55.929277,-152.919343,3.58702,1.54788,3021.7867,34.65515,1.4591,WoRMS,basalt outcrop,5,hard,CAO10,2,Bathygorgia profunda,,,Cnidaria,Octocorallia,Bathygorgia,,Animalia,,,Keratoisidinae,Keratoisididae,profunda,Scleralcyonacea ,,
2883,EX2306_Dive01 Kodiak Shelf,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230824T212605.000Z,20230824T212605.000Z,11854260,SeaScribe,20240129T144324.784Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,cf. Lepidisis,55.929104,-152.919118,3.52871,1.55322,3022.6249,34.65265,0.9951,WoRMS,basalt outcrop,5,hard,CAO10,1,Bathygorgia profunda,,,Cnidaria,Octocorallia,Bathygorgia,,Animalia,,,Keratoisidinae,Keratoisididae,profunda,Scleralcyonacea ,,
2883,EX2306_Dive01 Kodiak Shelf,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230824T212610.238Z,20230824T212610.238Z,11419630,SeaScribe,20240129T150021.112Z,ISC,Watch,innerspacecenter@gmail.com,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,55.929009,-152.919197,3.51841,1.55418,3022.5791,34.65203,1.1111,WoRMS,basalt outcrop,5,hard,PH07,1,Hexactinellida sp 2,,,Porifera,Hexactinellida,,,Animalia,,,,,,,,
2883,EX2306_Dive01 Kodiak Shelf,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230824T212722.000Z,20230824T212722.000Z,11854270,SeaScribe,20240129T150117.788Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,55.929066,-152.91914,3.56066,1.56018,3020.9189,34.65098,1.2943,WoRMS,basalt outcrop,5,hard,CAH08,1,Parantipathes spp,,,Cnidaria,Hexacorallia,Parantipathes,,Animalia,,,,Schizopathidae,,Antipatharia,,
2883,EX2306_Dive01 Kodiak Shelf,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230824T212748.000Z,20230824T212748.000Z,11854280,SeaScribe,20240129T150220.260Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,55.92904,-152.919121,3.45599,1.55604,3017.792,34.65112,3.5531,WoRMS,basalt outcrop,5,hard,CAO10,2,Bathygorgia profunda,,,Cnidaria,Octocorallia,Bathygorgia,,Animalia,,,Keratoisidinae,Keratoisididae,profunda,Scleralcyonacea ,,
2883,EX2306_Dive01 Kodiak Shelf,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230824T212902.000Z,20230824T212902.000Z,11854290,SeaScribe,20240129T150515.897Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,juv,55.928926,-152.919226,3.44047,1.56012,3011.0485,34.65105,0.9524,WoRMS,basalt outcrop,5,hard,CAO10,3,Bathygorgia profunda,,,Cnidaria,Octocorallia,Bathygorgia,,Animalia,,,Keratoisidinae,Keratoisididae,profunda,Scleralcyonacea ,,
2883,EX2306_Dive01 Kodiak Shelf,NOAA OER EX2306 Seascape Alaska: Gulf of AK Exploration,20230824T212902.000Z,20230824T212902.000Z,11854300,SeaScribe,20240325T151816.804Z,Lara,Beckmann,lara.maleen.beckmann@gu.se,Lara,Beckmann,lara.maleen.beckmann@gu.se,FALSE,,55.928926,-152.919226,3.44047,1.56012,3011.0485,34.65105,0.9524,WoRMS,basalt outcrop,5,hard,CAH08,1,Parantipathes spp,,,Cnidaria,Hexacorallia,Parantipathes,,Animalia,,,,Schizopathidae,,Antipatharia,,
